datetime,date,time,sent,subject,url,content
2022-09-29T06:02:00Z,2022-09-29,6:2,83270,2022 Annual Security and Fire Safety Report and Revisions...,https://massmail.illinois.edu/massmail/1629644364.html,"2022 Annual Security and Fire Safety Report and Revisions to Past Reports
                September 29, 2022 6:02 AM
			
        Dear campus community member:
Each year around this time, we publish our Annual Security and Fire Safety Report which includes statistics from the previous three years concerning crime that occurred on campus, in certain off-campus buildings or on property owned or controlled by the University of Illinois Urbana-Champaign. The report additionally includes statistics for fires which occurred in on-campus student housing, fire safety policies and procedures, institutional policies concerning campus security, and other safety information.
Creating and maintaining a safe community is a responsibility that the Division of Public Safety and Campus Code Compliance and Fire Safety take very seriously. However, we cannot do it alone. Crime and fire prevention is a community effort, and you are our most valuable public safety resource. By reviewing this report, you are partnering with us to take the necessary steps to look out for yourself and others and to create a safer campus community for everyone.
Toward this end, and in compliance with federal regulations and the Jeanne Clery Disclosure of Campus Security Policy and Crime Statistics Act, a copy of the 2022 University of Illinois Urbana-Champaign Annual Security and Fire Safety Report is available online.
You can access the report at go.illinois.edu/ASFSR.
In assembling the 2022 report, we discovered errors in the fire safety statistics released in 2021 and 2020. To correct those errors, we have published revisions to the Annual Security and Fire Safety Reports released in previous years. The revised reports include the corrected statistics and a description of what was corrected. You can access the revised reports at go.illinois.edu/ASFSRrevisions.
A hard copy of the Annual Security and Fire Safety Report may be obtained by visiting the U. of I. Public Safety Building at 1110 W. Springfield Ave., Urbana, IL 61801, or by contacting 217-333-1216. You may also review the Daily Crime Log at the front desk of the U. of I. Public Safety Building or on the Division of Public Safety website.
In addition to reviewing this report, there are other important steps you can take to enhance your own safety on campus:
Sign up for Illini-Alert text messages by visiting emergency.illinois.edu.
Review campus safety measures at police.illinois.edu/safety.
Take a minute to prepare for emergencies at police.illinois.edu/safe.
Review sexual violence and misconduct resources available to the campus community at wecare.illinois.edu.
We hope that you review these important resources and use the information to promote your own awareness. Together, we can continue to make the campus community a safer place where education, research and public service can flourish.
Sincerely,
Alice CaryExecutive Director of Public Safety/Chief of Police
Mike BrownCampus Code Compliance and Fire Safety"
2022-09-26T10:01:00Z,2022-09-26,10:1,19876,Campus Charitable Fund Drive Launch,https://massmail.illinois.edu/massmail/692740588.html,"Campus Charitable Fund Drive Launch
                September 26, 2022 10:01 AM
			
        Dear Colleagues,
Today marks the beginning of the 2022 Campus Charitable Fund Drive (CCFD). This year’s annual workplace giving campaign will run from September 26 to November 16.
Since March 2020, university employees and CCFD unit leaders have transitioned fundraising activity to being almost completely digital. Despite not having in-person events or initiatives, I am proud to say we have continued to increase our giving each year. In 2021, we raised almost $1.4 million and this year, we have set a goal of $1.5 million in funds from our university community.
Over the course of the next eight weeks, you can learn about a wide variety of agencies and causes that resonate with you. You may have your current payroll deduction automatically roll over to this year’s campaign or you may go into the giving platform to change your current pledge. If you prefer, you can give a one-time gift via check or directly donate to a chosen charity. Explore the CCFD website to learn more about the 700 charities and how to give.
The continuous success of the CCFD would not be possible without the efforts of our section and unit leaders across campus. These individuals take time out of their daily schedule to rally colleagues and share about non-profits in our community and beyond. I am extremely grateful for these volunteers who are going to help us achieve this year’s goal. Please reach out to your unit leader with any questions, suggestions or concerns regarding the campaign.
Thank you to all who have contributed through the Campus Charitable Fund Drive in the past and to those who will be giving in the future. Let us continue to do our part in transforming challenge to success.
Sincerely,
Robert J. JonesChancellor"
2022-09-23T10:31:00Z,2022-09-23,10:31,19875,Message from Avijit Ghosh - Updated Social Security Number...,https://massmail.illinois.edu/massmail/848889622.html,"Message from Avijit Ghosh - Updated Social Security Number (SSN) Policy
                September 23, 2022 10:31 AM
			
        Dear Colleagues, 
The revised system Social Security Number (SSN) Policy is now available online. The previous version of the policy was written in 2011 and was out of date with both current practice and changes in Illinois legislation. The revision reflects our current practices and procedures and incorporates requirements from the Illinois Identity Protection Act. It also eliminates material no longer relevant and provides clear guidance to units processing SSNs. The newly published policy is based on input from a wide group of stakeholders and was approved by relevant administrators, registrars, and privacy officers at the three universities, the system offices, and the hospital. Questions or assistance with policy implementation can be directed to the SSN Committee (ssn@uillinois.edu).
I would like to express my appreciation to those who contributed to the policy revision.
Sincerely, 
Avijit Ghosh"
2022-09-23T09:24:00Z,2022-09-23,9:24,29275,FY23 Investment for Growth projects announced,https://massmail.illinois.edu/massmail/2071208133.html,"FY23 Investment for Growth projects announced
                September 23, 2022 9:24 AM
			
        Dear Colleagues,
We are pleased to announce that the University of Illinois Urbana-Champaign has selected 10 proposed projects to receive $14.2 million over the next three years in the fourth round of funding for the Investment for Growth program. This is the first group of funded projects since the COVID-19 pandemic, and we are excited to resume investing in proposals and ideas that promise to enhance the visibility and impact of our institution.
Since the Investment for Growth program was created in 2018, our university has invested more than $78 million to provide seed funding for projects that generate revenue, advance our missions and address areas of high and emerging student demand. A few examples of successful funded projects include the creation of the Campus Instructional Facility, rapid growth of innovative online programs such as iMBA and iMSA, cross-college programs such as CS+X and, in this latest cohort, several new online programs for non-traditional students that promise to expand access and equity to an Illinois education.
We are proud to provide central support to encourage Colleges to dream big, think differently and take risks. If you have an idea for an Investment for Growth proposal, we encourage you to talk to your department head and dean. We expect the next call for proposals will take place later this academic year and will encourage even more multi-disciplinary and multi-unit collaborations across campus.
The FY23 funded projects are:
Online Bachelor of Liberal Studies Degree Completion ProgramCollege of Liberal Arts & Sciences (LAS)
Online Master of Science Degree in Information Management School of Information Sciences (iSchool)
Coursera Master's in Education in Instructional and Learning System Design and TechnologyCollege of Education
Online Programs and Hy-Flex Classrooms Grainger College of Engineering
Illinois Center for Immersive Computing Grainger College of Engineering
Expanding Online Undergraduate Business Offerings Gies College of Business
Joint Initiative on Veterans Health College of Applied Health Sciences & School of Social Work
Master in Data Science College of Liberal Arts & Sciences (LAS), Grainger College of Engineering & School of Information Sciences (iSchool)
ACES Learning Innovation Lab & Online Learning Innovation Grant ProgramCollege of Agricultural, Consumer & Environmental Sciences (ACES)
Science & Technology Communication CurriculaCollege of Media & Carl R. Woese Institute for Genomic Biology (IGB)
View full descriptions of this year’s funded projects here. You can also learn more about the Investment for Growth program here.
Thank you to everyone who worked on a proposal or participated in the review process. As we look to our future, we need to continue to be proactive and innovative. The Investment for Growth program provides a transparent and strategic opportunity to invest in our future.
Sincerely,
Robert J. JonesChancellor
William BernhardInterim Vice Chancellor for Academic Affairs and Provost Designate"
2022-09-23T07:57:00Z,2022-09-23,7:57,8590,"September 28, Student Mental Health Symposium",https://massmail.illinois.edu/massmail/173639137.html,"September 28, Student Mental Health Symposium
                September 23, 2022 7:57 AM
			
        Dear colleagues, 
There is still time to register for this year's virtual, free Student Mental Health Symposium. The symposium is part of ongoing efforts to advance our response to the mental health needs of our university communities, especially the students. 
We look forward to your participation in this important continued conversation. Please complete the registration form to attend the symposium online.
When:                 Wednesday, September 28, 2022Time:                  10:00 am to noon CSTAudience:           Faculty, staff, and student leaders across the University of Illinois SystemSpeaker:             Dr. Stacey Pearson-Wharton
For nearly 20 years, Dr. Stacey Pearson-Wharton or Dr. Stacey (as her students affectionately call her) has been dedicated to helping students maximize their learning, health and wellness, and personal growth. Now as a speaker, she visits universities across the country to inspire and educate students on taking steps for positive change in their lives and for their communities.
Sincerely,   
Avijit"
2022-09-21T14:35:00Z,2022-09-21,14:35,29080,Street closures & disruptions tomorrow due to football game,https://massmail.illinois.edu/massmail/879182542.html,"Street closures & disruptions tomorrow due to football game
                September 21, 2022 2:35 PM
			
        Dear Faculty and Staff,
Tomorrow, Thursday, Sept. 22, our Fighting Illini Football team will take on Chattanooga at 7:30 p.m. for our first-ever Thursday night game at Memorial Stadium. It’s possible you may experience some disruptions to your normal routine as we prepare for the game, and we want to make sure you are aware of the details, so you can plan accordingly.
Game-Day Street Closures
Kirby Avenue between First Street and Fourth Street will be closed starting at 11:00 a.m.
First Street between Stadium Drive and Kirby Avenue will be closed starting at 4:00 p.m.
Peabody Avenue between First Street and Fourth Street will be closed starting at 4:00 p.m.
Other street closures: The northbound lane of Fourth Street from Armory Avenue to Daniel Street is closed. The westbound lane of Armory Avenue between Fourth Street and Fifth Street is closed.
Game Attendee Information 
Free tickets: There are still free tickets available for tomorrow’s game. We are offering two complimentary tickets to all faculty and staff. Tickets are limited and will be offered on a first-come, first-served basis, while supplies last. Tickets are available online only. Claim your free tickets here.
Pass lots: Game-day pass holders in Lots 31, 32, 34, 35, 36, 38, 42, 45, 46 and 47 will be able to park in their lots starting at 7 a.m. tomorrow. Game-day pass holders in Lots 37 (ARC) and 43 (Law Library) will not be able to park in their respective lots until 4 p.m. tomorrow, due to employee parking. If fans would like to arrive earlier than 4 p.m. to begin tailgating, passes will be accepted in any game-day purchase lot open that day.
Game-day parking: Lots 46, 47, 49, and the large grass lot located in Research Park off Oak Street will be available for single-game parking starting at 7 a.m. Parking fees for these lots are $25 per automobile. Automobiles with pull behinds will only be allowed in Lot 47 for $50. Starting at 5 p.m., the paved lots in Research Park will be available for single-game parking.
Grange Grove: Vehicles are not allowed inside Grange Grove. Grange Grove will be open from 5-7 p.m. tonight for fans to reserve their spaces and set up any tailgate items. Grange Grove will reopen at 7 a.m. tomorrow and will remain open until one hour after the conclusion of the game.
Motor home parking: Lot 33 will be available for motor home parking starting at 6 p.m. tonight. Beginning at 7 a.m. tomorrow, RVs will either need to pay the $50 to stay in the lot or relocate to their respective game-day pass lot.
Thank you in advance for your patience and understanding. If you don’t already have plans to attend the game, I encourage you to join us.
Sincerely,
Michael DeLorenzoVice Chancellor for Administration and Operations"
2022-09-20T14:02:00Z,2022-09-20,14:2,60905,Student Consumer Information Notification,https://massmail.illinois.edu/massmail/831604774.html,"Student Consumer Information Notification
                September 20, 2022 2:02 PM
			
        Dear Students,
The campus is required by federal regulations to annually notify enrolled students of the availability of student consumer information regarding programs and services at the University of Illinois Urbana-Champaign. This information is conveniently made available to you on the student Consumer Information website.
When you visit the student Consumer Information website, you will find information and disclosures in a variety of areas under the following headings: disclosure requirements relating to education loans, financial aid, general institutional information (including privacy of student records/FERPA), health and safety, the University’s intercollegiate athletic program, the student complaint process, student outcomes, the teacher preparation program and voter registration. A paper copy of the information on the website can be made available on request.
If you have questions after reviewing the information, you may contact the following campus offices that correspond to the sections on the student Consumer Information website:
Disclosure Requirements Relating to Education Loans – Office of Student Financial Aid
Financial Aid – Office of Student Financial Aid
General Institutional Information – Office of the Provost and for FERPA – Office of the Registrar
Health and Safety – McKinley Health Center and Division of Public Safety
Intercollegiate Athletic Program – Division of Intercollegiate Athletics
Student Complaint Process – Office of Student Financial Aid
Student Outcomes, including graduation/completion rates – Office of the Provost
Teacher Preparation Programs – Council on Teacher Education
Voter Registration – Student Affairs Student Success & Engagement
It is my hope that you will review these materials carefully, use the information to promote your own awareness, and help us continue to make the campus community a place where education, research and public service flourish.
William BernhardInterim Vice Chancellor for Academic Affairs and Provost Designate"
2022-09-20T05:01:00Z,2022-09-20,5:1,61020,Register to Vote: All In Big 10 Voting Challenge,https://massmail.illinois.edu/massmail/1138645629.html,"Register to Vote: All In Big 10 Voting Challenge
                September 20, 2022 5:01 AM
			
        Hello, Illini!
Illinois is part of the All In Big 10 Voting Challenge and our goal is simple, register every eligible Illinois student to vote.
Today is National Voter Registration Day and it’s easy to register to vote or check your registration. Every college student who is at least 18 years old and a US citizen is eligible to register to vote in the upcoming Midterm Election on November 8.
Register to vote at illinois.turbovote.org with your school address or permanent/home address. You can also check your registration and receive election reminders. The deadline to register online in the State of Illinois is October 23.
If you miss the deadline for online registration, you can still register in-person through November 8.
If you are not eligible to register because of your age, Take the Pledge to Register to receive a registration reminder on your eighteenth birthday.
In addition to making sure you are a registered voter, there are many ways to take action on National Voter Registration Day.
Pledge to vote! Take the All IN To VOTE Pledge and share with three (3) fellow Illini to get Illinois on the challenge leader board.
Apply to be an election judge. Election Judges are essential to ensuring that the citizens of Champaign County have fair, free, and accessible elections. They are responsible for administering the election process in the polling place on Election Day and for Early Voting. Election Judges are charged with ensuring all eligible voters are given access to the voting booth.
Find additional voter engagement resources. Learn more about how to register, research candidates, and vote in the upcoming election.
Add your voice -> #IlliniVote
Exercise your power. Engage in the democratic process.
Sincerely,
Danita M. Brown YoungVice Chancellor for Student Affairs"
2022-09-19T14:39:00Z,2022-09-19,14:39,82545,Free football tickets for Thursday's game,https://massmail.illinois.edu/massmail/980787505.html,"Free football tickets for Thursday's game
                September 19, 2022 2:39 PM
			
        Dear Colleagues,
Our Fighting Illini football season is off to a promising start, and this Thursday we host the school’s first-ever Thursday night game at Memorial Stadium. Your Illini will take on Chattanooga at 7:30 PM on national television, and we need you there to help us create maximum home field advantage!
To show our appreciation to students, faculty and staff, to demonstrate our school spirit, and to make Memorial Stadium the most energetic environment possible, we are offering free tickets to students and two complimentary tickets to all faculty and staff.
Tickets are limited and will be offered on a first-come, first-served basis, while supplies last. 
Students: claim here
Faculty/Staff: claim here
Each faculty and staff member who clicks on the link will be able to order two tickets. The tickets are intended for personal use only and will only be distributed digitally through your provided email account.
Let’s head out to Memorial Stadium and cheer on our Illini to victory!
Sincerely,
Robert J. Jones,Chancellor"
2022-09-19T11:02:00Z,2022-09-19,11:2,82545,The Passing of Nick Holonyak Jr.,https://massmail.illinois.edu/massmail/905808436.html,"The Passing of Nick Holonyak Jr.
                September 19, 2022 11:02 AM
			
        Dear Faculty, Staff and Students,
It is with heavy hearts that we share the news of the passing of Electrical and Computer Engineering and Physics Professor Nick Holonyak Jr. yesterday morning. Nick was 93, and we have been so fortunate that he and his wife, Kay, have been part of our university family and our local community for decades, and the thoughts of all of us are with her in this very sad time.  
Nick first came to this university as an undergraduate student, hailing from a small, rural Illinois town. He was the first in his family to attend college. He came from a coal mining family and his parents hoped for a better and safer path for their son that would not subject him to the hardships, dangers and darkness of a life toiling underground. Nick didn’t just discover a brighter life and career for himself; he, quite literally, went on to bring a new light to every person on our planet with the invention of the visible LED in 1962. And the lights of State Farm Center and Memorial Stadium will glow red tonight in commemoration of that historic discovery.   
The world has lost one of its great inventors. But it is far more personal for those who were lucky enough to meet him, learn from him, or just sit and drink a cup of very strong coffee with him. They have lost a legendary member of our university family this weekend.
One of the earliest researchers in semiconductor materials and a pioneer in optoelectronics, Nick is most famously credited for developing the first practical visible-spectrum LED, now commonly used worldwide in light bulbs, device displays and lasers. He also contributed to technologies in household dimmer switches, lasers that run CD and DVD players, fiber-optic communication lines and many other electronics and communications devices. He started his professional career with Bell Labs, but returned to Illinois as a faculty member, where he earned his academic degrees.
In addition to his research, he was best known for his excellence in mentorship and dedication to his students. For four decades, he guided the education and research of Illinois doctoral students, many of whom have also made significant contributions to semiconductor and LED technology.
He believed in leading by example, working in the lab alongside his students. You could set your watch by him — arriving early, working out at Kenney Gym before lunch each day, walking to the Illini Union after lunch to buy the local newspaper and breaking for coffee each weekday with his students, where he shared amusing stories about his own life, his advisor and friend John Bardeen and the pioneering luminaries of electronics that he knew and worked with throughout the years.
Considered one of the greatest inventors of the 20th century, he always remained remarkably “human.” His brilliance, determination, character and humility touched many and profoundly shaped the trajectory of scholarship, discovery and innovation at the University of Illinois Urbana-Champaign and The Grainger College of Engineering in ways that will extend generations beyond his time with us.
Over the years, many have heard Nick say in different ways and sometimes blunt words: “Illinois is where people come to get hard work done.”
We are so fortunate and grateful that this was the starting point of so much of the hard, impossible and truly world-changing work of Nick Holonyak Jr.
Sincerely,
Robert J. JonesChancellorRashid BashirDean, The Grainger College of Engineering"
2022-09-15T15:06:00Z,2022-09-15,15:6,8577,"September 28, Student Mental Health Symposium--registration...",https://massmail.illinois.edu/massmail/1658871626.html,"September 28, Student Mental Health Symposium--registration available
                September 15, 2022 3:06 PM
			
        Dear colleagues, 
There is still time to register for this year's Student Mental Health Symposium. The symposium is part of ongoing effort to advance our response to the mental health needs of our university communities, especially the students. The event is free, but registration is required. 
We look forward to your participation in this important continued conversation. Please complete the registration form to attend the symposium online.
When:                 Wednesday, September 28, 2022Time:                  10:00 am to noon CSTAudience:           Faculty, staff, and student leaders across the University of Illinois SystemSpeaker:             Dr. Stacey Pearson-Wharton
For nearly 20 years, Dr. Stacey Pearson-Wharton or Dr. Stacey (as her students affectionately call her) has been dedicated to helping students maximize their learning, health and wellness, and personal growth. Now as a speaker, she visits universities across the country to inspire and educate students on taking steps for positive change in their lives and for their communities.
Dr. Stacey served the Governing Board of the American College Personnel Association as the Director of Equity and Inclusion where she used her expertise and experience to navigate complicated social justice issues. She has significant experience teaching, publishing, and presenting on issues related to college student development. She holds a Ph.D. in Counseling Psychology from the Pennsylvania State University and a Masters in Counselor Education from Indiana University of Pennsylvania.
I hope you will be able to attend this important event and continue our conversations on promoting student mental health and emotional wellbeing to support a caring and nurturing environment that allows students to thrive and reach their full potential.
Sincerely,   
Avijit"
2022-09-15T12:42:00Z,2022-09-15,12:42,60984,COVID-19 bivalent boosters and flu shots,https://massmail.illinois.edu/massmail/1685707347.html,"COVID-19 bivalent boosters and flu shots
                September 15, 2022 12:42 PM
			
        Dear Students,
Students Only: Bivalent COVID Booster
McKinley Health Center announces that they have a limited supply of Moderna, Bivalent COVID Booster available for STUDENTS only. We are offering the booster this weekend and anticipate opening up other appointment slots as vaccine is available. Schedule an appointment through your MyMcKinley portal for Saturday, September 17th from 8:30am – 2:30pm to receive the latest COVID booster. Review the following eligibility requirements before scheduling: must be 18+ years of age; two months have passed since you completed your primary COVID vaccine series (first and second doses) or two months have passed since your most recent booster.  
The Center for Disease Control has the following recommendations when considering COVID Vaccines:
▪ At a minimum, defer any COVID-19 vaccination, including bivalent booster vaccination, at least until recovery from the acute illness (if symptoms were present) and criteria to discontinue isolation have been met.
▪ People who recently had SARS-CoV-2 infection may consider delaying any COVID-19 vaccination, including bivalent booster vaccination, by 3 months from symptom onset or positive test (if infection was asymptomatic).
▪ Individual factors such as risk of COVID-19 severe disease, COVID-19 community level, or characteristics of the predominant SARS-CoV-2 strain should be taken into account when determining whether to delay getting a COVID-19   vaccination after infection.
You Call The Shots: FREE Flu VaccinesBeginning Monday, September 20th, McKinley Health Center will launch their flu campaign, You Call The Shots. Student who have paid the health service fee and benefit eligible state employees and retirees will be able to get their FREE flu shot. McKinley Health Center’s onsite flu clinic will be open Monday – Friday, 9:00am-3:30pm. A number of outreach locations will also begin on Monday, Sept. 20th. Be sure to check out our flu outreach schedule for additional times and locations. We have implemented an electronic consent form. You will need a mobile/electronic device and a form of ID (I-card/driver’s license). For faculty, staff and retirees they will need to also present their health insurance card from a state-sponsored health plan.
Sincerely,
Awais VaidDirector, McKinley Health Center"
2022-09-14T13:02:00Z,2022-09-14,13:2,82544,Reaffirmation of Our Commitment to Institutional Equity,https://massmail.illinois.edu/massmail/1726819529.html,"Reaffirmation of Our Commitment to Institutional Equity
                September 14, 2022 1:02 PM
			
        Dear Members of the University Community,
The University of Illinois is committed to being a community in which each person’s abilities, talents, perspectives, life experiences, faith, and culture are respected and valued. We can only achieve our mission as a global research university if we uphold the most fundamental principles of academic freedom, equity, and human dignity, and use our collective intellectual and scholarly power to address structural and systemic biases and social disparities in our community, the state of Illinois, our nation and world. Every one of us — our students, staff, and faculty — has a role to play in this effort.
One important way we manifest our commitment to a diverse and inclusive campus is through our affirmative action and nondiscrimination policies. The University prohibits discrimination and harassment based on race, color, religion, sex, pregnancy, disability, national origin, citizenship status, ancestry, age, order of protection status, genetic information, marital status, sexual orientation, gender identity, arrest record status, unfavorable discharge from the military, or status as a protected veteran. These protections apply to all members of the campus community. This includes admissions, enrollment, and provision of services, programs, and activities, and all aspects of employment, including but not limited to recruitment, selection, promotion, transfer, merit increases, salary, training and development, and separation.
In addition, as a part of our affirmative action plan, consistent with state and federal laws, we undertake good faith efforts to increase the representation of women, minorities, individuals with disabilities, and veterans among our faculty and staff. These steps include proactively reaching out to people of color, women, protected veterans and individuals with a disability to apply for jobs on campus, ensuring that our selection and hiring processes are free of bias and discrimination, and monitoring our progress. I am committed to our affirmative action plan as a critical way to further equal employment opportunity and ensure that our teaching, research, and service efforts reflect the diversity that exists in our community and beyond.
Please see the Office for Access & Equity website to learn more about OAE’s broader services related to equity, affirmative action and accessibility, and to review the nondiscrimination policy and sexual misconduct policy and associated procedures for discrimination, harassment or retaliation. You can submit a discrimination or harassment claim through the university’s online reporting forms. Retaliation against any person for exercising their rights under these policies is strictly prohibited. 
The Accessibility and Accommodations Division of the Office for Access & Equity facilitates disability, religious and pregnancy/parenting accommodations for all faculty, staff, undergraduate and graduate student employees, as well as job applicants. To request a reasonable accommodation, employees can complete the online accommodation request form. The Division engages in an interactive process to determine the appropriate reasonable accommodation for each person. The division also provides advice, consultation and educational programming to increase awareness and inclusion of individuals with disabilities.
Students can learn more about academic supports and accommodations services by contacting Disability Resources & Educational Services. Students also have the right to request accommodations for religious observances and can learn more from the Office of the Dean of Students.
We recently shared an update regarding Title IX and our commitment to prevent and respond to sexual misconduct. Please visit the We Care website to learn more about confidential and non-confidential resources, university policies, disciplinary procedures, rights and options and additional information related to the prevention, reporting, and response to sexual misconduct.
It is my firm commitment to ensure that equal opportunity and access will be provided throughout our university to all current and prospective students and employees. I encourage you to learn more and get involved in our effort to maintain a university community where everyone has the opportunity to learn, collaborate, and thrive.
Sincerely,
Robert J. JonesChancellor"
2022-09-12T15:02:00Z,2022-09-12,15:2,61010,Student Sustainability Committee Fall Update and Open House,https://massmail.illinois.edu/massmail/402627888.html,"Student Sustainability Committee Fall Update and Open House
                September 12, 2022 3:02 PM
			
        Hello from the Student Sustainability Committee (SSC)!
Do you want to see more sustainability efforts on campus? The SSC can help turn your environmental aspirations into reality. Please read on to learn about our history, funding, recent accomplishments, and how to get involved!
As a student-led organization, our goal is to provide financial support for projects that promote environmental stewardship and student engagement at UIUC. The Green Fund permits this funding and is composed of two student-initiated fees: the Sustainable Campus Environment Fee ($12.06/student per semester) and the Cleaner Energy Technologies Fee ($2/student per semester).
The committee was formed in 2002 by a group of passionate students fighting for clean energy on campus and has since expanded its scope to include all facets of sustainability. Today, we are an interdisciplinary team of 18 enthusiastic student-voting members as well as many staff and faculty members. Over the past 20 years, the SSC has proudly dedicated $15.55 million to 316 individual projects, which have significantly improved campus sustainability and engagement. Such projects have included Eco-Illini, Solar Decathlon, Red Oak Rain Garden, Bevier Cafe herb garden, the Illini Union’s recycling bins, CIF’s geothermal system, and many more! Each of these projects falls under one of the SSC’s Working Groups: Energy, Transportation & Infrastructure, Education & Justice, Food & Waste, Energy, and Land, Water, & Air. Be sure to look for the SSC logo on campus to see some of our funded projects!
Because the SSC receives funding from students to be used for students, it’s essential to provide opportunities for engagement and share our achievements with those who make the SSC possible: you!
Here are some ways to get involved with the SSC:
Attend our open house to learn more about the SSC and get involved.
The open house will be held on Thursday, September 15 from 6-8 pm.
You can attend the open house virtually (details will be distributed via our mailing list and on our website) or in person at the Campus Instructional Facility (CIF) Room 2039.

Reimagine Our Future Competition: The SSC is running the second annual Reimagine Our Future Student Sustainability Competition. All we need is YOU! If you have a passion for sustainability, we encourage you to submit an entry promoting one or more of the U.N. Sustainable Development Goals. The top prize will be $2,000 dollars! The deadline for registration is September 19. Learn more about Reimagine Our Future.
Submit a project application to turn your sustainable vision into a reality. The deadline to submit a Step 1 Project Proposal is October 14. Student-led applications are accepted on a rolling basis. Find out more about applying for funding.
Become a general member and attend biweekly working group meetings for Energy, Transportation & Infrastructure, Education & Justice, Food & Waste, Energy, and/or Land, Water, & Air. Review the Working Group meeting schedule.
Sign up for our mailing list and follow us on social media!

Recent Accomplishments
 Over the last few years, SSC has expanded our goals to include increased sustainability outreach and programming. In October 2021, we co-hosted a month-long Student Sustainability Summit that included Green Quad Day, the Tuesday Talks at Bevier Cafe seminar series, a movie night, tours of university facilities, teach-ins, and a climate strike. We also programmed many Earth Month activities throughout April, hosting another Green Quad Day, more Tuesday Talks, and a showing of The Lorax at the Illini Union. For more updates on SSC’s programming, join our mailing list or check out our calendar. 
Some other initiatives that we had the privilege of working with and funding in the previous year include:
The first-ever Sustainability Grammys to recognize all the amazing work that environmental RSOs do on campus, co-hosted by iSEE’s Greener Campus Office
The development of a single-use plastic reuse and elimination protocol at the Brinkworth Lab
The Sustainable Lab Network, which will compile a database of sustainability education resources
Fume hood upgrades in Morrill Hall to decrease energy demand
The Sustainability Mural Project to highlight the university's sustainability initiatives
A collection of proposed, completed, and ongoing SSC projects can be found on the iCAP Portal.
Getting involved in the SSC is a great way for students like you to make a difference and have your voice heard. 
We look forward to seeing new and familiar faces!
The SSC Communications Team"
2022-09-12T13:02:00Z,2022-09-12,13:2,82776,Announcing the Chancellor’s Call to Action Research...,https://massmail.illinois.edu/massmail/902764868.html,"Announcing the Chancellor’s Call to Action Research Projects for 2022-23
                September 12, 2022 1:02 PM
			
        Dear Students, Faculty, and Staff,
I am pleased to announce the recipients of the 2022-23 Call to Action to Address Racism & Social Injustice Research Program, a $2 million annual commitment by our university to respond to the critical need for universities across our nation to prioritize research focused on systemic racial inequities. During this second year of the program, 25 projects were funded in three research focus areas: systemic racism and social justice; law enforcement and criminal justice reform; and disparities in health and health care.
The breadth of this year’s funded projects reflects a commitment to research that centers the needs of the communities we serve throughout our state and nation, from more equitable outcomes through the juvenile justice system, to the impact of social infrastructures and the built environment on mental health and wellbeing, to support for foster care providers.
These projects represent 17 departments and reporting units in seven colleges and administrative units. Awards this year range from $25,000 to $75,000. In total, $1.49 million in research funds will be distributed during this second year of funding. A full list of projects and descriptions is available at go.illinois.edu/CallToActionProjects.
Each Call to Action research funding year concludes with a symposium to share project results and recognize the extraordinary accomplishments of the project leaders. The impact of the first year of funding will be presented during the inaugural Research Symposium, October 6 and 7, 2022. Opening this symposium will be a keynote conversation with Dr. Ibram X. Kendi, Director of the Center for Antiracist Research at Boston University, and one of America’s foremost historians and leading antiracist scholars.
Dr. Kendi will be in conversation with Vice Chancellor Sean Garrick on Thursday, October 6 at 5:30 pm in Knight Auditorium at the Spurlock Museum. Friday, October 7, will feature research presentations and poster sessions at the Levis Faculty Center, showcasing the work of the 22 funded projects during the first year of the Call to Action Research Program. More details about how to register for the symposium will be available soon.
Please join me in recognizing each project leader and community partner, and their deep commitment to research that addresses the pervasive barriers to justice and equity in our nation. I encourage you to explore these second-year projects of the Call to Action Research Program and to attend the research symposium in October.
Sincerely,
Robert J. JonesChancellor"
